amount,location,transaction_type,device_trust_score,is_fraud
-1.2109768893042612,-0.08708472614314992,1.2641968560853434,0.8659504534131386,0
-0.7702693673484428,0.3596808476863211,-1.7326501897903066,-0.7313818680054165,0
1.0936926866606054,-1.487861703490623,0.9805184341829389,0.6871573445409749,1
-0.7835929456673709,-0.5125887969785088,1.4666932484960669,-1.7757586881999599,0
-0.5392826832231421,-2.7738149399339167,-2.215431712548881,-0.33117397216227384,0
0.9176914059741967,-0.35840357551288854,1.063146766203055,0.8832256918776713,1
-2.9883257757727857,-0.1934276285812056,1.4356413894522608,1.3583122724683612,1
-0.964974369246891,1.0022361667029254,1.5341529583231817,1.061059231947861,1
-1.3945021467632217,1.1188945979306693,0.8593565000323922,2.3753163410369815,0
-0.15834561432589878,0.21000830802258905,-0.5180606163479777,1.1292298896486044,1
1.2599817088014462,0.26429021015325105,0.8943103499060896,-0.44335571717246447,1
0.9310636965624925,1.1711676327061467,3.0788344437062265,0.8328384697118021,1
-0.9681228608806358,-0.9066485451542928,2.6021802954163338,-0.08020536644104292,0
-1.9646446976718785,2.7922088679099613,1.0618555567103223,-3.5653075652358783,0
-1.2862028315279017,0.741073780682286,-0.1758632631131406,-1.3810233021257954,0
-1.1170646116660512,1.1640601525859375,1.8709623031972238,1.0762702264532291,1
0.2074814267467675,-0.21578712632821961,0.6470464575135264,0.7546591870875442,1
-0.9977238804016385,-2.301471717669987,0.8077568536357349,0.11369166712632417,0
-0.9482531605839476,1.1870776787417554,-1.5752129269860653,-0.01806626188306526,0
0.2451571018656068,-0.36162810937254564,0.07614862847942372,0.04403037724304648,1
1.1598743406261294,0.8055747028061735,0.8893892107766974,-0.2296366149946294,1
-1.516546694374489,0.3576613666310894,0.3606508674436346,0.3794490850964456,0
-1.2301245028135481,-0.8508840890388987,1.6107257501921017,1.0905202750188012,1
1.5586445793062436,0.8601826383951566,1.7883406144353118,0.6985146186742025,1
-1.6615602771833542,-0.26995189682516413,0.7895859918774722,1.1282277748456382,1
0.9158274328276979,-0.1720413592654725,0.8326533275137435,0.2697335631233072,1
1.4216402666050918,-0.5619301138579263,1.646894757180261,2.6838533529782684,1
-1.1427726084705792,-0.7708188027286894,1.1367893756217826,-3.1969015754900507,0
-1.2468187695326611,2.3246989143234176,1.3647305739982434,-0.6444895546726218,0
-1.127590441613321,-0.43578972962363594,-1.0959159490933024,-2.080283971889918,0
-0.33087686022480134,2.091094272732477,1.928875192676292,0.9782077003975088,1
-7.80096465329283e-05,0.794923113875559,-1.2652831184272135,0.7176701192297223,1
-1.613029788447919,-1.3048168904329494,1.9692969055148586,1.1407563095563313,1
-0.7568272712700242,0.0019768447558107757,0.13497965637123,-0.015998611774821425,0
-1.7055044242965627,-0.41896344552123466,1.1052763749908245,-1.5944507523144467,0
-1.1961585710971185,1.0899049590908303,1.9905616827471344,0.17521455861216295,0
-1.6418888005332304,-0.3807634038618044,0.1493787317733697,1.00476230550337,0
-0.8929100141877084,0.13965167421589658,-1.0780905432498105,-1.0015877745167734,0
-1.061977030772585,1.1196877785533812,2.690619102556561,-0.8794121871388254,0
-0.9678724703224723,-0.08106710543541713,0.818704398714216,0.9714767038478261,1
-0.8511997597866172,0.4512260161360988,-1.7427533525773349,-0.29628635832093964,0
-0.5740979240712989,-1.33656850031492,1.056434112967271,-3.2547051701097978,0
1.5399614993613113,0.5989963416842641,3.2365976356951487,1.9821495041467236,1
1.5405697550928283,0.3630042848060769,2.24587752061689,1.3388432369990722,1
-0.13134955096328427,-0.3028852437989931,0.9237281266650162,0.9060528091494919,1
-1.667642245577579,-0.05080078861953355,0.9126353337587882,-1.404356785258598,0
0.7967245437132986,0.4441451710872574,0.9401935818574594,0.29210066436568105,1
0.9513235522367683,0.38571084053145244,0.6228731629829347,1.010411141231379,1
0.8633464802401448,2.159121154603292,1.8627515244104385,0.43668044458939625,1
-1.3362777412428362,0.04303097332128144,-0.0635805638325807,-1.2255845378076236,0
-0.7828834302153321,1.6923465724632047,0.09627752659054489,-1.109697543714659,0
0.8780136022111101,-0.6729053320094016,0.5871845804955738,1.9922572164749317,1
0.8845520791877002,-1.9227717720623363,0.8020994013851053,0.7717869212507399,1
-1.1066546327878763,-0.26556051251854124,1.7230032071803205,0.18623143046992197,0
1.2696692872894526,-0.39828303354254857,1.9909843419148812,1.234215912685065,1
1.2194552458009176,-1.4846047919196528,2.258288522485384,0.4589079503134763,1
-2.9795660174448786,-0.4551989048161591,0.07932576103299593,1.309885324220961,1
0.4003213039554875,0.785345603010283,0.8997648938627157,0.23395382893941485,1
-1.4237307844729075,0.42243497290143983,-0.4824333727754049,0.9587198162654299,1
1.4372351662291307,-0.28790607686792025,2.0000284543550846,0.6398566987595073,1
1.1632270973343735,-0.5650604735511925,1.8969014867124572,0.7140750506046726,1
-1.2635211533660873,-0.2643558332034669,-0.24948625762045207,-0.7234883627100621,0
1.173895539484006,1.5758758095019694,2.5797361291860326,0.1940046944763162,1
-1.5016393050177879,0.22392687394660638,0.7975862140000654,-2.0635096631617214,0
-1.872670842860972,0.18497057507315626,2.0345463700412543,-1.3870416080084071,0
0.8722222067783507,0.2450386643154059,1.3198838012034806,0.6917897073010757,1
-1.3548976928033671,-0.8711930300076307,1.634503140909123,1.033443352018057,0
-1.2309214422597896,0.6308756035961556,-0.8883259138115536,-1.1072329391247637,0
1.1393442890796366,-0.6302492950044363,2.2546998568994505,0.7273046649943778,1
1.2034947871991295,1.0400578907933893,0.9945833785962425,-1.8252020776703008,1
-1.7325426967862856,-0.4377373224043246,1.4782713425023486,0.36813924557626954,0
-0.568905109217484,1.5941779562040121,3.7615184331613913,1.1569365626784753,1
-1.176439463457942,-0.1493614956496412,-0.786423457534803,-1.949406705767532,0
1.5844989037943762,-3.601085104459518,1.8714906745644546,0.8779063585052492,1
1.3496369111065696,0.33271932958518796,0.868090219601106,2.5242620682911827,1
-1.7257573175720298,-0.24402835217113436,0.6618298821011684,-0.09644733888725054,0
-0.7919935563426796,0.954085102156628,1.0139402524377328,-2.7023297299649616,0
-0.9065844862682989,-0.27293332022551287,-0.07325239478573842,-0.4577329370835882,0
-0.7171957897165027,0.6932176016587042,0.8843442822535925,-1.8276959862871955,0
-0.2999286941815026,0.5374120028203807,1.3010343433684457,-0.8670181053565025,0
-0.921949309270766,0.04932816579484362,0.8757457238591355,-0.812696882677544,0
1.8990393372882273,1.5929640960273812,2.8590380876074293,1.6937505895892793,1
